species,pic_id,original_filename,local_filename,url,family,in_miyazawa,download_status,file_size
Chaetodon plebeius,30220,30220AF.jpg,Chaetodon_plebeius_FishPix_30220.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30220AF.jpg,Chaetodontidae,no,success,62319
Chaetodon speculum,30221,30221AF.jpg,Chaetodon_speculum_FishPix_30221.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30221AF.jpg,Chaetodontidae,no,success,68934
Unknown,30222,30222AF.jpg,Unknown_FishPix_30222.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30222AF.jpg,Chaetodontidae,no,success,51922
Chaetodon punctatofasciatus,30223,30223AF.jpg,Chaetodon_punctatofasciatus_FishPix_30223.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30223AF.jpg,Chaetodontidae,no,success,76209
Chaetodon punctatofasciatus,30224,30224AF.jpg,Chaetodon_punctatofasciatus_FishPix_30224.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30224AF.jpg,Chaetodontidae,no,success,81649
Chaetodon argentatus,30225,30225AF.jpg,Chaetodon_argentatus_FishPix_30225.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30225AF.jpg,Chaetodontidae,no,success,75935
Chaetodon vagabundus,30226,30226AF.jpg,Chaetodon_vagabundus_FishPix_30226.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30226AF.jpg,Chaetodontidae,no,success,106969
Chaetodon vagabundus,30227,30227AF.jpg,Chaetodon_vagabundus_FishPix_30227.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30227AF.jpg,Chaetodontidae,no,success,111284
Chaetodon lunulatus,30228,30228AF.jpg,Chaetodon_lunulatus_FishPix_30228.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30228AF.jpg,Chaetodontidae,no,success,79817
Chaetodon meyeri,30229,30229AF.jpg,Chaetodon_meyeri_FishPix_30229.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30229AF.jpg,Chaetodontidae,no,success,74394
Chaetodon auripes,30230,30230AF.jpg,Chaetodon_auripes_FishPix_30230.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30230AF.jpg,Chaetodontidae,no,success,72232
Chaetodon melannotus,30231,30231AF.jpg,Chaetodon_melannotus_FishPix_30231.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30231AF.jpg,Chaetodontidae,no,success,58905
Chaetodon guentheri,30232,30232AF.jpg,Chaetodon_guentheri_FishPix_30232.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30232AF.jpg,Chaetodontidae,no,success,111509
Chaetodon rafflesii,30233,30233AF.jpg,Chaetodon_rafflesii_FishPix_30233.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30233AF.jpg,Chaetodontidae,no,success,92729
Chaetodon xanthurus,30234,30234AF.jpg,Chaetodon_xanthurus_FishPix_30234.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30234AF.jpg,Chaetodontidae,no,success,138765
Chaetodon kleinii,30235,30235AF.jpg,Chaetodon_kleinii_FishPix_30235.jpg,https://fishpix.kahaku.go.jp/photos/NR0030/30235AF.jpg,Chaetodontidae,no,success,97100
Chaetodon punctatofasciatus,31062,31062AF.jpg,Chaetodon_punctatofasciatus_FishPix_31062.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31062AF.jpg,Chaetodontidae,no,success,43312
Chaetodon daedalma,31065,31065AF.jpg,Chaetodon_daedalma_FishPix_31065.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31065AF.jpg,Chaetodontidae,no,success,46265
Heniochus monoceros,31201,31201AF.jpg,Heniochus_monoceros_FishPix_31201.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31201AF.jpg,Chaetodontidae,no,success,35835
Unknown,31202,31202AF.jpg,Unknown_FishPix_31202.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31202AF.jpg,Chaetodontidae,no,success,44724
Heniochus diphreutes,31203,31203AF.jpg,Heniochus_diphreutes_FishPix_31203.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31203AF.jpg,Chaetodontidae,no,success,12644
Heniochus diphreutes,31204,31204AF.jpg,Heniochus_diphreutes_FishPix_31204.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31204AF.jpg,Chaetodontidae,no,success,34459
Forcipiger flavissimus,31205,31205AF.jpg,Forcipiger_flavissimus_FishPix_31205.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31205AF.jpg,Chaetodontidae,no,success,34579
Unknown,31206,31206AF.jpg,Unknown_FishPix_31206.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31206AF.jpg,Chaetodontidae,no,success,24764
Chaetodon trifascialis,31207,31207AF.jpg,Chaetodon_trifascialis_FishPix_31207.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31207AF.jpg,Chaetodontidae,no,success,43958
Chaetodon trifascialis,31208,31208AF.jpg,Chaetodon_trifascialis_FishPix_31208.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31208AF.jpg,Chaetodontidae,no,success,40067
Chaetodon plebeius,31209,31209AF.jpg,Chaetodon_plebeius_FishPix_31209.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31209AF.jpg,Chaetodontidae,no,success,49590
Chaetodon bennetti,31210,31210AF.jpg,Chaetodon_bennetti_FishPix_31210.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31210AF.jpg,Chaetodontidae,no,success,39849
Chaetodon ephippium,31211,31211AF.jpg,Chaetodon_ephippium_FishPix_31211.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31211AF.jpg,Chaetodontidae,no,success,41725
Chaetodon unimaculatus,31212,31212AF.jpg,Chaetodon_unimaculatus_FishPix_31212.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31212AF.jpg,Chaetodontidae,no,success,35541
Chaetodon speculum,31213,31213AF.jpg,Chaetodon_speculum_FishPix_31213.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31213AF.jpg,Chaetodontidae,no,success,35805
Chaetodon quadrimaculatus,31214,31214AF.jpg,Chaetodon_quadrimaculatus_FishPix_31214.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31214AF.jpg,Chaetodontidae,no,success,20852
Chaetodon reticulatus,31215,31215AF.jpg,Chaetodon_reticulatus_FishPix_31215.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31215AF.jpg,Chaetodontidae,no,success,33281
Unknown,31216,31216AF.jpg,Unknown_FishPix_31216.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31216AF.jpg,Chaetodontidae,no,success,30025
Chaetodon punctatofasciatus,31217,31217AF.jpg,Chaetodon_punctatofasciatus_FishPix_31217.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31217AF.jpg,Chaetodontidae,no,success,45357
Chaetodon punctatofasciatus,31218,31218AF.jpg,Chaetodon_punctatofasciatus_FishPix_31218.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31218AF.jpg,Chaetodontidae,no,success,61810
Chaetodon argentatus,31219,31219AF.jpg,Chaetodon_argentatus_FishPix_31219.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31219AF.jpg,Chaetodontidae,no,success,25173
Chaetodon argentatus,31220,31220AF.jpg,Chaetodon_argentatus_FishPix_31220.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31220AF.jpg,Chaetodontidae,no,success,51068
Chaetodon vagabundus,31221,31221AF.jpg,Chaetodon_vagabundus_FishPix_31221.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31221AF.jpg,Chaetodontidae,no,success,21932
Chaetodon lunulatus,31222,31222AF.jpg,Chaetodon_lunulatus_FishPix_31222.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31222AF.jpg,Chaetodontidae,no,success,38155
Chaetodon lunulatus,31223,31223AF.jpg,Chaetodon_lunulatus_FishPix_31223.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31223AF.jpg,Chaetodontidae,no,success,61079
Chaetodon lineolatus,31224,31224AF.jpg,Chaetodon_lineolatus_FishPix_31224.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31224AF.jpg,Chaetodontidae,no,success,41151
Chaetodon ornatissimus,31225,31225AF.jpg,Chaetodon_ornatissimus_FishPix_31225.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31225AF.jpg,Chaetodontidae,no,success,37860
Chaetodon ornatissimus,31226,31226AF.jpg,Chaetodon_ornatissimus_FishPix_31226.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31226AF.jpg,Chaetodontidae,no,success,36159
Chaetodon melannotus,31227,31227AF.jpg,Chaetodon_melannotus_FishPix_31227.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31227AF.jpg,Chaetodontidae,no,success,31661
Chaetodon melannotus,31228,31228AF.jpg,Chaetodon_melannotus_FishPix_31228.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31228AF.jpg,Chaetodontidae,no,success,42360
Chaetodon auripes,31229,31229AF.jpg,Chaetodon_auripes_FishPix_31229.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31229AF.jpg,Chaetodontidae,no,success,50826
Chaetodon kleinii,31230,31230AF.jpg,Chaetodon_kleinii_FishPix_31230.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31230AF.jpg,Chaetodontidae,no,success,40992
Chaetodon kleinii,31231,31231AF.jpg,Chaetodon_kleinii_FishPix_31231.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31231AF.jpg,Chaetodontidae,no,success,35392
Chaetodon mertensii,31232,31232AF.jpg,Chaetodon_mertensii_FishPix_31232.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31232AF.jpg,Chaetodontidae,no,success,60179
Chaetodon mertensii,31233,31233AF.jpg,Chaetodon_mertensii_FishPix_31233.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31233AF.jpg,Chaetodontidae,no,success,37392
Chaetodon guentheri,31234,31234AF.jpg,Chaetodon_guentheri_FishPix_31234.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31234AF.jpg,Chaetodontidae,no,success,21715
Chaetodon daedalma,31235,31235AF.jpg,Chaetodon_daedalma_FishPix_31235.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31235AF.jpg,Chaetodontidae,no,success,82483
Chaetodon daedalma,31236,31236AF.jpg,Chaetodon_daedalma_FishPix_31236.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31236AF.jpg,Chaetodontidae,no,success,48202
Unknown,31556,31556AF.jpg,Unknown_FishPix_31556.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31556AF.jpg,Chaetodontidae,no,success,83856
Chaetodon wiebeli,31568,31568AF.jpg,Chaetodon_wiebeli_FishPix_31568.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31568AF.jpg,Chaetodontidae,no,success,104630
Chaetodon guentheri,31570,31570AF.jpg,Chaetodon_guentheri_FishPix_31570.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31570AF.jpg,Chaetodontidae,no,success,115391
Chaetodon wiebeli,31573,31573AF.jpg,Chaetodon_wiebeli_FishPix_31573.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31573AF.jpg,Chaetodontidae,no,success,79762
Chaetodon bennetti,31596,31596AF.jpg,Chaetodon_bennetti_FishPix_31596.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31596AF.jpg,Chaetodontidae,no,success,98652
Chaetodon adiergastos,31600,31600AF.jpg,Chaetodon_adiergastos_FishPix_31600.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31600AF.jpg,Chaetodontidae,no,success,70066
Chaetodon wiebeli,31613,31613AF.jpg,Chaetodon_wiebeli_FishPix_31613.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31613AF.jpg,Chaetodontidae,no,success,85818
Heniochus diphreutes,31678,31678AF.jpg,Heniochus_diphreutes_FishPix_31678.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31678AF.jpg,Chaetodontidae,no,success,72109
Heniochus diphreutes,31680,31680AF.jpg,Heniochus_diphreutes_FishPix_31680.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31680AF.jpg,Chaetodontidae,no,success,54477
Forcipiger flavissimus,31912,31912AF.jpg,Forcipiger_flavissimus_FishPix_31912.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31912AF.jpg,Chaetodontidae,no,success,100777
Unknown,31913,31913AF.jpg,Unknown_FishPix_31913.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31913AF.jpg,Chaetodontidae,no,success,76645
Chaetodon citrinellus,31914,31914AF.jpg,Chaetodon_citrinellus_FishPix_31914.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31914AF.jpg,Chaetodontidae,no,success,109203
Chaetodon plebeius,31915,31915AF.jpg,Chaetodon_plebeius_FishPix_31915.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31915AF.jpg,Chaetodontidae,no,success,75220
Chaetodon trifascialis,31916,31916AF.jpg,Chaetodon_trifascialis_FishPix_31916.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31916AF.jpg,Chaetodontidae,no,success,71672
Chaetodon auripes,31917,31917AF.jpg,Chaetodon_auripes_FishPix_31917.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31917AF.jpg,Chaetodontidae,no,success,70558
Chaetodon ephippium,31918,31918AF.jpg,Chaetodon_ephippium_FishPix_31918.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31918AF.jpg,Chaetodontidae,no,success,85482
Chaetodon lunulatus,31919,31919AF.jpg,Chaetodon_lunulatus_FishPix_31919.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31919AF.jpg,Chaetodontidae,no,success,81118
Chaetodon kleinii,31920,31920AF.jpg,Chaetodon_kleinii_FishPix_31920.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31920AF.jpg,Chaetodontidae,no,success,116105
Chaetodon kleinii,31921,31921AF.jpg,Chaetodon_kleinii_FishPix_31921.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31921AF.jpg,Chaetodontidae,no,success,46528
Chaetodon melannotus,31922,31922AF.jpg,Chaetodon_melannotus_FishPix_31922.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31922AF.jpg,Chaetodontidae,no,success,91064
Heniochus chrysostomus,31923,31923AF.jpg,Heniochus_chrysostomus_FishPix_31923.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31923AF.jpg,Chaetodontidae,no,success,80405
Chaetodon bennetti,31924,31924AF.jpg,Chaetodon_bennetti_FishPix_31924.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31924AF.jpg,Chaetodontidae,no,success,77145
Chaetodon bennetti,31925,31925AF.jpg,Chaetodon_bennetti_FishPix_31925.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31925AF.jpg,Chaetodontidae,no,success,90783
Chaetodon speculum,31926,31926AF.jpg,Chaetodon_speculum_FishPix_31926.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31926AF.jpg,Chaetodontidae,no,success,94956
Chaetodon punctatofasciatus,31927,31927AF.jpg,Chaetodon_punctatofasciatus_FishPix_31927.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31927AF.jpg,Chaetodontidae,no,success,73489
Chaetodon citrinellus,31928,31928AF.jpg,Chaetodon_citrinellus_FishPix_31928.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31928AF.jpg,Chaetodontidae,no,success,117485
Chaetodon vagabundus,31929,31929AF.jpg,Chaetodon_vagabundus_FishPix_31929.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31929AF.jpg,Chaetodontidae,no,success,70535
Chaetodon reticulatus,31930,31930AF.jpg,Chaetodon_reticulatus_FishPix_31930.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31930AF.jpg,Chaetodontidae,no,success,70988
Chaetodon ephippium,31931,31931AF.jpg,Chaetodon_ephippium_FishPix_31931.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31931AF.jpg,Chaetodontidae,no,success,83499
Chaetodon melannotus,31932,31932AF.jpg,Chaetodon_melannotus_FishPix_31932.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31932AF.jpg,Chaetodontidae,no,success,75431
Unknown,31933,31933AF.jpg,Unknown_FishPix_31933.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31933AF.jpg,Chaetodontidae,no,success,35333
Unknown,31934,31934AF.jpg,Unknown_FishPix_31934.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31934AF.jpg,Chaetodontidae,no,success,65142
Chaetodon ornatissimus,31935,31935AF.jpg,Chaetodon_ornatissimus_FishPix_31935.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31935AF.jpg,Chaetodontidae,no,success,37999
Chaetodon argentatus,31936,31936AF.jpg,Chaetodon_argentatus_FishPix_31936.jpg,https://fishpix.kahaku.go.jp/photos/NR0031/31936AF.jpg,Chaetodontidae,no,success,92824
Heniochus chrysostomus,32525,32525AF.jpg,Heniochus_chrysostomus_FishPix_32525.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32525AF.jpg,Chaetodontidae,no,success,43542
Heniochus singularius,32526,32526AF.jpg,Heniochus_singularius_FishPix_32526.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32526AF.jpg,Chaetodontidae,no,success,61526
Forcipiger flavissimus,32527,32527AF.jpg,Forcipiger_flavissimus_FishPix_32527.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32527AF.jpg,Chaetodontidae,no,success,60340
Chaetodon meyeri,32528,32528AF.jpg,Chaetodon_meyeri_FishPix_32528.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32528AF.jpg,Chaetodontidae,no,success,60905
Chaetodon meyeri,32529,32529AF.jpg,Chaetodon_meyeri_FishPix_32529.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32529AF.jpg,Chaetodontidae,no,success,84126
Chaetodon ephippium,32530,32530AF.jpg,Chaetodon_ephippium_FishPix_32530.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32530AF.jpg,Chaetodontidae,no,success,55086
Chaetodon lineolatus,32531,32531AF.jpg,Chaetodon_lineolatus_FishPix_32531.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32531AF.jpg,Chaetodontidae,no,success,48069
Chaetodon auriga,32532,32532AF.jpg,Chaetodon_auriga_FishPix_32532.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32532AF.jpg,Chaetodontidae,no,success,47745
Chaetodon lineolatus,32533,32533AF.jpg,Chaetodon_lineolatus_FishPix_32533.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32533AF.jpg,Chaetodontidae,no,success,39319
Chaetodon austriacus,32777,32777AF.jpg,Chaetodon_austriacus_FishPix_32777.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32777AF.jpg,Chaetodontidae,no,success,75140
Chaetodon melannotus,32783,32783AF.jpg,Chaetodon_melannotus_FishPix_32783.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32783AF.jpg,Chaetodontidae,no,success,92848
Heniochus intermedius,32785,32785AF.jpg,Heniochus_intermedius_FishPix_32785.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32785AF.jpg,Chaetodontidae,no,success,80335
Chaetodon paucifasciatus,32786,32786AF.jpg,Chaetodon_paucifasciatus_FishPix_32786.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32786AF.jpg,Chaetodontidae,no,success,101536
Chaetodon fasciatus,32789,32789AF.jpg,Chaetodon_fasciatus_FishPix_32789.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32789AF.jpg,Chaetodontidae,yes,success,76860
Chaetodon semilarvatus,32790,32790AF.jpg,Chaetodon_semilarvatus_FishPix_32790.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32790AF.jpg,Chaetodontidae,yes,success,50336
Chaetodon melannotus,32809,32809AF.jpg,Chaetodon_melannotus_FishPix_32809.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32809AF.jpg,Chaetodontidae,no,success,100261
Chaetodon fasciatus,32822,32822AF.jpg,Chaetodon_fasciatus_FishPix_32822.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32822AF.jpg,Chaetodontidae,no,success,125979
Chaetodon lunulatus,32882,32882AF.jpg,Chaetodon_lunulatus_FishPix_32882.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32882AF.jpg,Chaetodontidae,no,success,62274
Chaetodon flavirostris,32909,32909AF.jpg,Chaetodon_flavirostris_FishPix_32909.jpg,https://fishpix.kahaku.go.jp/photos/NR0032/32909AF.jpg,Chaetodontidae,yes,success,58904
Coradion altivelis,33008,33008AF.jpg,Coradion_altivelis_FishPix_33008.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33008AF.jpg,Chaetodontidae,no,success,122390
Unknown,33009,33009AF.jpg,Unknown_FishPix_33009.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33009AF.jpg,Chaetodontidae,no,success,68613
Chaetodon plebeius,33010,33010AF.jpg,Chaetodon_plebeius_FishPix_33010.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33010AF.jpg,Chaetodontidae,no,success,156403
Chaetodon citrinellus,33011,33011AF.jpg,Chaetodon_citrinellus_FishPix_33011.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33011AF.jpg,Chaetodontidae,yes,success,108011
Temminck et,33098,33098AF.jpg,Temminck_et_FishPix_33098.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33098AF.jpg,Chaetodontidae,no,success,117396
Chaetodon plebeius,33109,33109AF.jpg,Chaetodon_plebeius_FishPix_33109.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33109AF.jpg,Chaetodontidae,no,success,74156
Chaetodon auripes,33125,33125AF.jpg,Chaetodon_auripes_FishPix_33125.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33125AF.jpg,Chaetodontidae,no,success,60294
Chaetodon ephippium,33131,33131AF.jpg,Chaetodon_ephippium_FishPix_33131.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33131AF.jpg,Chaetodontidae,no,success,68458
Chaetodon vagabundus,33132,33132AF.jpg,Chaetodon_vagabundus_FishPix_33132.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33132AF.jpg,Chaetodontidae,no,success,90180
Temminck et,33140,33140AF.jpg,Temminck_et_FishPix_33140.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33140AF.jpg,Chaetodontidae,no,success,80546
Chaetodon nippon,33163,33163AF.jpg,Chaetodon_nippon_FishPix_33163.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33163AF.jpg,Chaetodontidae,no,success,112915
Heniochus diphreutes,33234,33234AF.jpg,Heniochus_diphreutes_FishPix_33234.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33234AF.jpg,Chaetodontidae,no,success,55018
Heniochus singularius,33265,33265AF.jpg,Heniochus_singularius_FishPix_33265.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33265AF.jpg,Chaetodontidae,no,success,81049
Chaetodon unimaculatus,33331,33331AF.jpg,Chaetodon_unimaculatus_FishPix_33331.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33331AF.jpg,Chaetodontidae,no,success,45007
Unknown,33332,33332AF.jpg,Unknown_FishPix_33332.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33332AF.jpg,Chaetodontidae,no,success,42083
Chaetodon plebeius,33333,33333AF.jpg,Chaetodon_plebeius_FishPix_33333.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33333AF.jpg,Chaetodontidae,no,success,90354
Chelmon rostratus,33375,33375AF.jpg,Chelmon_rostratus_FishPix_33375.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33375AF.jpg,Chaetodontidae,yes,success,63168
Heniochus diphreutes,33378,33378AF.jpg,Heniochus_diphreutes_FishPix_33378.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33378AF.jpg,Chaetodontidae,no,success,38709
Heniochus diphreutes,33476,33476AF.jpg,Heniochus_diphreutes_FishPix_33476.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33476AF.jpg,Chaetodontidae,no,success,29817
Heniochus diphreutes,33477,33477AF.jpg,Heniochus_diphreutes_FishPix_33477.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33477AF.jpg,Chaetodontidae,no,success,31567
Chaetodon ornatissimus,33537,33537AF.jpg,Chaetodon_ornatissimus_FishPix_33537.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33537AF.jpg,Chaetodontidae,no,success,51276
Chaetodon ulietensis,33538,33538AF.jpg,Chaetodon_ulietensis_FishPix_33538.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33538AF.jpg,Chaetodontidae,no,success,45159
Forcipiger flavissimus,33539,33539AF.jpg,Forcipiger_flavissimus_FishPix_33539.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33539AF.jpg,Chaetodontidae,no,success,37859
Chaetodon auriga,33553,33553AF.jpg,Chaetodon_auriga_FishPix_33553.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33553AF.jpg,Chaetodontidae,no,success,55230
Chaetodon ornatissimus,33554,33554AF.jpg,Chaetodon_ornatissimus_FishPix_33554.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33554AF.jpg,Chaetodontidae,no,success,39176
Chaetodon ulietensis,33557,33557AF.jpg,Chaetodon_ulietensis_FishPix_33557.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33557AF.jpg,Chaetodontidae,no,success,45203
Forcipiger flavissimus,33559,33559AF.jpg,Forcipiger_flavissimus_FishPix_33559.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33559AF.jpg,Chaetodontidae,no,success,42544
Chaetodon lunulatus,33565,33565AF.jpg,Chaetodon_lunulatus_FishPix_33565.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33565AF.jpg,Chaetodontidae,no,success,66225
Unknown,33818,33818AF.jpg,Unknown_FishPix_33818.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33818AF.jpg,Chaetodontidae,no,success,33848
Unknown,33821,33821AF.jpg,Unknown_FishPix_33821.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33821AF.jpg,Chaetodontidae,no,success,29523
Unknown,33941,33941AF.jpg,Unknown_FishPix_33941.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33941AF.jpg,Chaetodontidae,no,success,38446
Chaetodon adiergastos,33955,33955AF.jpg,Chaetodon_adiergastos_FishPix_33955.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33955AF.jpg,Chaetodontidae,no,success,58323
Chaetodon ornatissimus,33987,33987AF.jpg,Chaetodon_ornatissimus_FishPix_33987.jpg,https://fishpix.kahaku.go.jp/photos/NR0033/33987AF.jpg,Chaetodontidae,no,success,71542
Unknown,34001,34001AF.jpg,Unknown_FishPix_34001.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34001AF.jpg,Chaetodontidae,no,success,73194
Unknown,34009,34009AF.jpg,Unknown_FishPix_34009.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34009AF.jpg,Chaetodontidae,no,success,79691
Chaetodon adiergastos,34012,34012AF.jpg,Chaetodon_adiergastos_FishPix_34012.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34012AF.jpg,Chaetodontidae,no,success,53669
Chaetodon xanthurus,34020,34020AF.jpg,Chaetodon_xanthurus_FishPix_34020.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34020AF.jpg,Chaetodontidae,no,success,101242
